date,temperature_2m_mean_central_iowa,temperature_2m_max_central_iowa,temperature_2m_min_central_iowa,precipitation_sum_central_iowa,soil_moisture_0_to_7cm_mean_central_iowa,soil_moisture_7_to_28cm_mean_central_iowa,soil_moisture_28_to_100cm_mean_central_iowa,soil_moisture_0_to_100cm_mean_central_iowa,soil_temperature_0_to_7cm_mean_central_iowa,et0_fao_evapotranspiration_sum_central_iowa,relative_humidity_2m_mean_central_iowa,vapour_pressure_deficit_max_central_iowa,wet_bulb_temperature_2m_mean_central_iowa,snowfall_water_equivalent_sum_central_iowa,wind_speed_10m_max_central_iowa,temperature_2m_mean_central_illinois,temperature_2m_max_central_illinois,temperature_2m_min_central_illinois,precipitation_sum_central_illinois,soil_moisture_0_to_7cm_mean_central_illinois,soil_moisture_7_to_28cm_mean_central_illinois,soil_moisture_28_to_100cm_mean_central_illinois,soil_moisture_0_to_100cm_mean_central_illinois,soil_temperature_0_to_7cm_mean_central_illinois,et0_fao_evapotranspiration_sum_central_illinois,relative_humidity_2m_mean_central_illinois,vapour_pressure_deficit_max_central_illinois,wet_bulb_temperature_2m_mean_central_illinois,snowfall_water_equivalent_sum_central_illinois,wind_speed_10m_max_central_illinois,temperature_2m_mean_central_indiana,temperature_2m_max_central_indiana,temperature_2m_min_central_indiana,precipitation_sum_central_indiana,soil_moisture_0_to_7cm_mean_central_indiana,soil_moisture_7_to_28cm_mean_central_indiana,soil_moisture_28_to_100cm_mean_central_indiana,soil_moisture_0_to_100cm_mean_central_indiana,soil_temperature_0_to_7cm_mean_central_indiana,et0_fao_evapotranspiration_sum_central_indiana,relative_humidity_2m_mean_central_indiana,vapour_pressure_deficit_max_central_indiana,wet_bulb_temperature_2m_mean_central_indiana,snowfall_water_equivalent_sum_central_indiana,wind_speed_10m_max_central_indiana,temperature_2m_mean_mato_grosso,temperature_2m_max_mato_grosso,temperature_2m_min_mato_grosso,precipitation_sum_mato_grosso,soil_moisture_0_to_7cm_mean_mato_grosso,soil_moisture_7_to_28cm_mean_mato_grosso,soil_moisture_28_to_100cm_mean_mato_grosso,soil_moisture_0_to_100cm_mean_mato_grosso,soil_temperature_0_to_7cm_mean_mato_grosso,et0_fao_evapotranspiration_sum_mato_grosso,relative_humidity_2m_mean_mato_grosso,vapour_pressure_deficit_max_mato_grosso,wet_bulb_temperature_2m_mean_mato_grosso,snowfall_water_equivalent_sum_mato_grosso,wind_speed_10m_max_mato_grosso,temperature_2m_mean_parana,temperature_2m_max_parana,temperature_2m_min_parana,precipitation_sum_parana,soil_moisture_0_to_7cm_mean_parana,soil_moisture_7_to_28cm_mean_parana,soil_moisture_28_to_100cm_mean_parana,soil_moisture_0_to_100cm_mean_parana,soil_temperature_0_to_7cm_mean_parana,et0_fao_evapotranspiration_sum_parana,relative_humidity_2m_mean_parana,vapour_pressure_deficit_max_parana,wet_bulb_temperature_2m_mean_parana,snowfall_water_equivalent_sum_parana,wind_speed_10m_max_parana
2009-11-23,9.62575,13.0195,6.5695,4.7999997,0.38141668,0.34983337,0.37508333,0.3702242,9.698667,1.029591,84.525085,0.48957348,7.981802,0.0,21.166653,9.152416,14.2045,5.5545,0.0,0.3741667,0.38487494,0.4095417,0.4018854,9.802417,1.3128818,81.1928,0.62121105,7.165251,0.0,14.33234,7.1053333,11.422,3.472,0.0,0.35687497,0.36349997,0.3267917,0.33660623,7.863666,0.8960342,85.635216,0.400415,5.6272054,0.0,12.287555,26.03425,30.477999,23.328,3.8,0.46687505,0.44241664,0.42545846,0.43191883,26.561333,4.181283,86.64139,1.6139505,24.157946,0.0,7.4128532,21.750748,26.0695,17.119501,0.4,0.44858333,0.47704163,0.4662917,0.46730956,22.684084,4.0845413,86.8236,1.0985856,20.005241,0.0,7.5170207
2009-11-24,7.961166,10.0695,6.9195,17.7,0.41612497,0.3845,0.37437508,0.37942377,8.765332,0.29823768,95.89361,0.1373558,7.48117,0.0,22.59699,9.567,11.7045,7.7545004,8.400001,0.3870417,0.3861251,0.4074166,0.40151918,9.76075,0.5600131,87.55569,0.30601847,8.252398,0.0,25.284714,8.430334,11.072,5.772,3.1999998,0.35675,0.3597918,0.32750002,0.33632877,8.39075,0.6223013,89.79557,0.21875644,7.3362713,0.0,20.799152,23.475916,25.727999,22.477999,42.1,0.47025,0.4837916,0.44187498,0.45266378,24.765497,1.5152878,98.29444,0.4247749,23.269705,0.0,8.707237,22.957,27.4695,19.5195,1.0,0.44499996,0.46458325,0.4637916,0.46264255,23.496582,4.7475214,78.68981,1.4509017,20.08197,0.0,10.296251
2009-11-25,4.4757495,7.6695,1.8195,0.7,0.4024583,0.40825,0.3776666,0.38582456,6.8111672,0.941007,78.38021,0.31116205,2.5271325,0.0,33.657593,7.008667,8.7045,3.2045,2.1000001,0.40545836,0.40312493,0.4061667,0.40547836,8.421166,0.7988691,84.60016,0.40550232,5.492743,0.0,24.933735,7.5845,9.372,5.8719997,3.9,0.3845,0.36241663,0.32820836,0.3393325,8.172,0.53672785,88.074,0.2106021,6.357536,0.0,29.460672,24.980082,29.877998,22.428,7.5,0.49262503,0.484875,0.45499995,0.4639075,25.498833,4.0868764,87.85562,1.6050968,23.273079,0.0,6.297428,22.396582,26.869501,19.1695,4.4,0.4499166,0.4546666,0.46095833,0.4588642,23.23825,4.3822923,81.500435,1.3449194,19.958212,0.0,12.387348
2009-11-26,0.832,3.0695,-1.4805,0.0,0.390625,0.4000834,0.38000003,0.38496128,4.0090833,1.2315549,63.615826,0.38103473,-1.9938883,0.0,31.160282,3.183667,4.5045004,1.2045,1.0,0.39708328,0.40179157,0.40554166,0.40416208,5.6524167,0.9543806,74.346535,0.29564708,0.9680968,0.0,29.268686,3.4199169,5.422,2.5219998,2.8,0.38962498,0.3697083,0.32929164,0.3420025,5.5865836,0.68255115,82.74819,0.25691873,1.8480512,0.0,28.948118,25.309248,30.828,22.727999,8.099999,0.48237506,0.4897083,0.45575,0.46474496,25.923834,4.2734375,88.32525,1.7760344,23.670065,0.0,5.692099,21.3445,23.9195,18.5195,24.499998,0.45829165,0.47104165,0.46395838,0.46504912,22.367416,3.1395524,87.91657,0.68576074,19.806652,0.0,10.495713
2009-11-27,1.9736667,9.1195,-3.1805,0.0,0.38162503,0.39287505,0.38099995,0.3835375,3.1715834,0.9972637,78.1343,0.45577514,0.022866806,0.0,12.88981,2.2003336,7.7545004,-2.5455,0.0,0.38633332,0.3968333,0.40458336,0.40167835,4.564917,1.2108654,71.27204,0.4891045,-0.27797827,0.0,16.24394,1.2574167,3.9720001,-0.978,0.0,0.37866673,0.37241673,0.33058327,0.34273413,4.0969996,1.209327,67.44847,0.3820971,-1.3611063,0.0,22.530937,25.667582,30.578,22.678,2.8000002,0.49029168,0.49304166,0.4585416,0.46800914,26.163416,4.212695,86.05738,1.7774119,23.699259,0.0,7.9932966,20.500753,22.7195,18.869501,26.500002,0.46075,0.48891664,0.47904173,0.47983503,21.586166,2.4614503,91.91694,0.48283958,19.489807,0.0,11.570515
2009-11-28,4.68825,12.2195,-1.2305,0.0,0.37624994,0.38725007,0.38104162,0.38200995,5.2340837,1.0190609,89.735054,0.41634393,3.592399,0.0,12.964998,7.6024165,15.7045,2.1045,0.0,0.37825003,0.3899583,0.40345827,0.39885882,6.8961663,1.4507467,77.64068,0.79576147,5.2956862,0.0,15.7908325,4.4824166,12.422,-1.328,0.0,0.36604166,0.36887494,0.3316249,0.34185672,4.4615836,1.2589693,77.74607,0.57146496,2.3639328,0.0,18.03237,26.332167,31.227999,22.477999,0.8,0.4798334,0.48404157,0.45916662,0.46583703,26.617582,4.778355,83.016785,1.9508231,23.906939,0.0,8.766573,19.234083,21.5695,17.9695,36.8,0.46945834,0.4917917,0.50200003,0.49757835,20.392416,1.0150766,98.114655,0.14296484,19.00557,0.0,16.1198
2009-11-29,3.1799164,4.9195,1.3695,0.0,0.37216663,0.38304162,0.38099995,0.38081035,4.8799167,0.9021462,76.08111,0.34205925,1.1028141,0.0,24.162947,8.096167,12.0045,4.7545004,2.3,0.38175002,0.38454163,0.40212503,0.39700624,7.9961667,0.6921192,84.06768,0.3167398,6.476811,0.0,19.346441,8.907415,12.022,6.572,2.9,0.36425006,0.36466667,0.33216664,0.34123752,7.763666,1.0761747,81.71838,0.41176045,7.029656,0.0,22.104116,26.211332,30.578,22.877998,7.4,0.48154166,0.47712502,0.45850012,0.4640241,26.665503,4.61101,83.73126,1.6638298,23.91054,0.0,7.628263,20.552835,25.0195,17.869501,0.5,0.45225003,0.46179163,0.51116675,0.49667385,21.140331,2.5215886,92.32648,0.830354,19.57011,0.0,11.988594
2009-11-30,3.1153333,9.3695,-3.2305,0.0,0.36783338,0.3790833,0.38099995,0.37967587,4.007,1.4226278,66.18815,0.60428405,0.17321604,0.0,20.808498,3.4524167,6.0545,1.4545,0.0,0.38150004,0.3835833,0.40074992,0.39579746,5.721168,1.2868497,63.034016,0.48609307,0.34318742,0.0,18.678415,3.605333,5.722,1.0220001,0.2,0.37766668,0.36575007,0.33300006,0.34300414,5.9553337,0.9631665,76.37931,0.35256928,1.5619117,0.0,19.09358,26.105082,31.627998,22.928,6.4999995,0.48825002,0.47920835,0.45775,0.4643912,26.734247,4.803887,85.26668,2.023381,23.96274,0.0,9.3876505,21.379915,25.7195,18.369501,3.8,0.45733333,0.45445833,0.5048334,0.4909296,22.011168,3.3392963,87.8024,0.89899445,19.802938,0.0,13.779114
2009-12-01,6.654918,12.8695,2.9195,0.0,0.36333334,0.37487504,0.3805417,0.37814713,5.8986664,1.7948825,62.662846,0.8755876,3.1215703,0.0,22.42427,6.2170005,12.4545,2.2045,0.0,0.3712083,0.3794583,0.39954177,0.39334086,6.267,1.8577458,63.997913,0.75429803,2.852341,0.0,23.507753,4.4449167,10.472,0.97199994,0.0,0.36320832,0.3642083,0.33391675,0.3423283,5.10325,1.6763307,64.56139,0.6095936,1.308951,0.0,21.900904,24.878,28.977999,22.778,4.899999,0.5010833,0.49233332,0.4587917,0.46879587,25.940498,2.9383564,92.25184,1.0826504,23.835127,0.0,6.830519,22.421583,26.869501,18.2195,0.5,0.4554584,0.45079157,0.49979162,0.48639834,23.013252,5.00858,83.78521,1.2472668,20.241213,0.0,8.427383
2009-12-02,0.8028334,4.0195,-0.9805,0.0,0.35970834,0.37091663,0.38000008,0.37667212,3.3924162,1.2266673,64.925415,0.30371743,-1.935638,0.0,29.275326,3.071167,6.7045,-0.4955,6.2999997,0.37904167,0.37608328,0.39824986,0.39225042,4.6795006,0.50096434,83.265564,0.3751428,1.5382395,0.0,23.532547,3.651167,6.772,0.672,13.199999,0.3765417,0.36600006,0.33416674,0.34381795,4.480333,0.5245932,82.42784,0.35417825,2.0480065,0.0,23.770906,26.180082,31.428,22.877998,1.4,0.48141667,0.48745844,0.46041667,0.46756542,26.632166,4.861614,82.39707,2.0500827,23.651062,0.0,7.7879906,22.071585,26.0695,19.369501,9.799999,0.45208335,0.45387498,0.49516678,0.48347962,22.804922,3.4948173,86.64196,1.0123463,20.335789,0.0,10.390226
2009-12-03,-3.2200832,-0.9805,-6.2305,0.1,0.35708332,0.36770836,0.37912503,0.37518463,0.7174167,1.0079522,63.156376,0.31368506,-5.708051,0.5,24.315327,-0.19341667,1.6545,-2.3955,0.0,0.38974997,0.38341665,0.39716664,0.39376006,2.7086668,1.17194,61.316036,0.36001015,-2.9847887,0.0,23.000591,2.3115835,4.172,-0.828,1.6999999,0.40462497,0.39870834,0.3369999,0.35469255,4.2095003,0.8095877,75.63192,0.3255244,0.36822477,0.0,22.90743,24.711332,27.627998,23.127998,3.6,0.48587504,0.48137495,0.46058345,0.46672,25.630083,2.581101,90.28422,0.745574,23.427237,0.0,5.5887027,20.271585,22.1695,19.0195,17.300001,0.48224998,0.48637494,0.4925833,0.49055624,21.527838,1.6524225,94.98238,0.33287,19.65187,0.0,10.296251
2009-12-04,-5.9304996,-3.8305,-8.1805,0.0,0.35549998,0.36512494,0.37875006,0.3742613,-0.42425,1.007493,51.90424,0.27167988,-8.545414,0.0,18.720001,-3.6309168,-1.4955001,-5.6454997,0.0,0.37558338,0.38162503,0.3962916,0.3917621,0.2878333,0.96107745,55.181057,0.29972115,-6.4378247,0.0,15.509274,-2.8988335,-0.578,-5.328,0.0,0.38404164,0.39079165,0.34037504,0.35401914,0.7136667,1.0942307,56.875275,0.322339,-5.727649,0.0,17.698677,24.396753,27.278,22.828,7.099999,0.48937508,0.48345837,0.4610001,0.46770254,25.113417,2.742364,87.671745,0.9430063,22.7583,0.0,9.0,19.229918,21.2195,17.1695,4.7,0.44249997,0.48608336,0.50237495,0.49476257,20.373667,2.6274474,83.24146,0.6793089,17.17119,0.0,16.215992
2009-12-05,-3.8638332,2.5195,-8.0305,0.0,0.35450003,0.36312494,0.37799993,0.3732312,-0.8346667,1.0964453,58.02199,0.43057996,-6.560047,0.0,19.803272,-3.278834,2.1545,-6.7955,0.0,0.36954165,0.3781666,0.3954167,0.38998294,-0.19133334,1.230207,53.02344,0.4495558,-6.2841816,0.0,15.517629,-4.10925,-0.728,-7.3780003,0.0,0.37545836,0.38324997,0.34254166,0.35339463,-0.3759167,0.9029759,58.904633,0.33445057,-6.724243,0.0,11.5199995,23.269669,25.928,21.977999,44.2,0.47124994,0.49625,0.48404166,0.48571002,24.219666,1.9598498,96.46345,0.49874473,22.825302,0.0,11.119281,18.802832,23.369501,13.9195,0.0,0.43525007,0.4649583,0.5011665,0.48894882,19.75283,4.217081,69.14887,1.282569,14.977361,0.0,19.602652
2009-12-06,-4.009667,-1.5304999,-6.0305004,1.5,0.3534584,0.3614167,0.37737492,0.37234962,-0.90133333,0.75023395,67.18521,0.26459706,-6.2197156,1.7,19.008547,-1.1663333,3.2545,-3.6955001,0.0,0.36545834,0.374625,0.3945417,0.38832343,-0.024666673,1.2523129,55.281708,0.4044634,-4.268037,0.0,16.263872,-2.7050836,1.8720001,-5.528,0.0,0.37012497,0.3779166,0.34420827,0.35310125,-0.5155,1.0823287,57.532856,0.40507683,-5.5588765,0.0,15.03835,23.4905,25.328,21.877998,11.599999,0.47512498,0.48508337,0.49654162,0.49263632,24.08217,2.1074536,93.37543,0.41166735,22.641096,0.0,10.464797,20.532,25.2195,14.769501,0.1,0.42258334,0.4515417,0.49641672,0.48182455,21.11117,4.776523,73.68972,1.3358959,17.13754,0.0,14.471821
2009-12-07,-5.184666,-3.7805,-6.4805,1.5000001,0.35241675,0.35983345,0.37683332,0.37155426,-0.9513333,0.5975659,70.67951,0.18017673,-7.140082,1.6000001,18.709612,-0.06425002,2.5045,-1.5955,1.2,0.3628749,0.37133324,0.3935,0.38670123,0.8274166,0.60277814,74.61988,0.24333838,-2.0964773,1.4000001,12.4811535,-1.3675834,1.2720001,-3.628,1.4000001,0.36620834,0.3735834,0.34537503,0.35275707,-0.2800833,0.5394192,74.88116,0.19551066,-3.2749197,1.6000001,17.163355,22.561333,23.627998,21.727999,21.1,0.48395833,0.48874998,0.5041667,0.4995146,23.463417,0.8308767,99.44846,0.073893785,22.50235,0.0,7.208994,20.665335,24.369501,18.1695,3.2,0.42058334,0.44200003,0.4914167,0.4760808,21.504913,3.815129,80.26443,0.9250274,18.166113,0.0,14.440443
2009-12-08,-4.5159173,-2.5805,-6.2305,17.0,0.35145828,0.3584999,0.37600002,0.3706071,-0.9930001,0.2570231,87.81788,0.11835483,-5.492232,17.3,32.33794,0.84199995,3.5045,-1.2455001,17.7,0.38395834,0.38004163,0.39262506,0.3893759,1.6107501,0.39324152,85.66631,0.17132288,-0.38961935,0.2,22.3229,0.2553334,3.222,-2.278,15.4,0.37558332,0.37254164,0.34616673,0.35376462,0.1845,0.44901618,85.26458,0.16557229,-1.0338825,0.1,27.381308,23.034248,26.227999,21.078,7.7,0.486125,0.48870835,0.50558335,0.5006775,23.796751,1.8527526,94.647095,0.5413532,22.349182,0.0,6.9899354,20.407,24.4195,18.3195,1.5,0.42999995,0.43720844,0.48691657,0.47249386,21.159086,3.173219,81.50768,0.9803319,18.075209,0.0,15.273505
2009-12-09,-12.017999,-3.8805,-19.280499,10.100001,0.35070834,0.3572916,0.37529168,0.36979088,-0.70550007,0.35726148,80.073784,0.05541292,-13.115705,10.300003,57.315796,-3.3663332,4.4545,-11.0455,3.1999998,0.4150417,0.42100003,0.3968333,0.4031829,1.3169997,0.6735533,74.568375,0.16915241,-4.882116,0.6,44.28,0.74283314,8.422,-8.028,5.299999,0.415625,0.41470838,0.3509167,0.3688425,2.1657498,0.82970494,75.016556,0.23689315,-0.92628366,0.4,46.216206,24.055084,27.477999,21.828,6.4999995,0.4680833,0.48341665,0.5059583,0.4985734,24.530085,2.7652512,91.80099,0.9031372,22.964973,0.0,6.638072,20.794502,24.5195,16.869501,0.2,0.42295834,0.43241665,0.48229155,0.4676645,21.36117,3.984556,75.573715,1.1319557,17.661596,0.0,16.263872
2009-12-10,-18.74925,-14.7805,-22.5805,0.0,0.34987494,0.35616663,0.37462497,0.3690162,-0.67424995,0.3530201,71.612495,0.06019014,-19.817167,0.0,31.688177,-10.116332,-6.1454997,-14.195499,0.0,0.39604166,0.4092083,0.40025005,0.40183666,-1.4392501,1.0792493,44.690872,0.26720035,-12.259891,0.0,29.738703,-9.342584,-7.3780003,-12.078,0.0,0.39375004,0.40275,0.3567499,0.369,-0.96341664,1.1501853,43.55895,0.24141112,-11.521572,0.0,32.846916,24.97175,29.977999,21.977999,2.6000001,0.45391664,0.4655833,0.50500005,0.49314663,25.448835,4.0771394,88.45688,1.5074883,23.381243,0.0,8.473393,21.779917,26.2695,17.119501,0.1,0.40525004,0.42549992,0.47720847,0.46131256,22.319502,5.2212214,71.88568,1.5358585,18.068565,0.0,14.408997
2009-12-11,-15.717999,-13.330501,-18.130499,0.0,0.349,0.35508332,0.37395835,0.36824748,-0.6304999,0.38873374,75.84623,0.058500648,-16.876608,0.0,24.503809,-3.6163332,2.3044999,-7.6454997,0.0,0.38891664,0.40154168,0.401,0.40026796,-1.7080002,1.4020799,43.99085,0.48537725,-6.8506565,0.0,17.673029,-5.2675834,-0.128,-8.878,0.0,0.3847083,0.39362502,0.3597084,0.36858082,-1.7113333,1.303247,44.759922,0.3765506,-8.158783,0.0,22.930048,25.082169,28.977999,21.877998,1.6,0.4625832,0.45974994,0.49958333,0.48862836,25.371752,3.7680812,86.67066,1.2454033,23.247328,0.0,7.491114,20.704918,23.7695,18.3195,27.699999,0.432,0.4332917,0.47245827,0.46140134,21.66533,3.0926063,83.96064,0.8698571,18.685408,0.0,16.418526
2009-12-12,-7.428417,0.119500004,-14.4305,0.2,0.34804168,0.35412505,0.37300006,0.3672892,-0.5659167,0.44335216,82.240074,0.100328684,-8.609375,0.4,26.319422,0.025333315,4.9045,-3.3455,4.2999997,0.39124992,0.39625,0.4000833,0.39865997,-1.0163333,1.3876315,53.599945,0.56084263,-3.2058294,0.0,23.023119,-1.2696667,3.122,-4.778,0.9,0.37933338,0.3873334,0.3614583,0.36814344,-1.3446666,1.4664292,45.570374,0.47471988,-4.791306,0.0,22.768398,24.886335,29.227999,22.178,18.699999,0.47195828,0.4754583,0.49679157,0.4905734,25.648834,3.669721,89.7482,1.2274976,23.504492,0.0,5.5887027,18.600752,19.4695,17.1695,37.399998,0.49225,0.4976667,0.48558345,0.48858753,19.929918,0.986751,97.53907,0.07476354,18.302471,0.0,20.46941
2009-12-13,-1.5971665,0.36949998,-3.4805,0.1,0.34725007,0.3532084,0.37225008,0.36650124,-0.3013334,0.36295748,93.481636,0.05016619,-2.240707,0.3,17.709658,3.321166,5.4045,0.9545,4.2999997,0.4153749,0.4145833,0.40137503,0.4051288,0.22325002,0.39305708,91.83996,0.19098026,2.4970903,0.0,19.803272,2.6949167,4.422,0.772,14.400001,0.41633332,0.41266668,0.36537504,0.37887332,-0.18425004,0.3065675,93.631195,0.1859501,2.0594258,0.0,23.110207,23.065498,24.678,21.678,16.200003,0.48179173,0.4935,0.50474983,0.5007804,24.111334,1.8165696,96.77184,0.39383006,22.665277,0.0,9.885262,18.836164,23.5695,14.5695,0.0,0.4793333,0.488,0.49975,0.49585333,20.261168,4.971984,76.23326,1.4323418,15.797245,0.0,10.883676
2009-12-14,-8.570084,-0.5305,-17.3305,2.6,0.34654176,0.35233343,0.37158334,0.36578798,-0.10550001,0.29576978,86.08863,0.049212575,-9.4447775,2.6999998,31.65135,4.0670004,9.2045,-4.3954997,0.0,0.40079167,0.4094166,0.4029999,0.40419292,2.8836668,0.6117313,87.76169,0.26050603,2.9086888,0.0,22.930048,5.6782494,10.172,1.472,0.0,0.40254164,0.40854168,0.37187508,0.3817217,2.7345,0.57473534,92.79785,0.22707736,4.884295,0.0,24.485292,22.909248,25.278,21.778,11.1,0.50745827,0.5006666,0.5050418,0.5042922,23.702997,1.625297,98.04928,0.28506637,22.669716,0.0,7.928178,19.652836,24.4695,15.519501,0.1,0.4552083,0.47262493,0.49633336,0.48847583,20.527834,4.9316397,71.738976,1.3227063,16.105562,0.0,17.462782
2009-12-15,-19.659666,-17.3305,-22.5805,0.0,0.3458334,0.35158327,0.3708749,0.36507082,-0.23466666,0.28212357,75.97688,0.042260364,-20.617992,0.0,19.373219,-7.1288333,-5.4455,-10.2955,0.0,0.3905833,0.40308324,0.4029999,0.40214837,-0.21008335,0.9649104,53.381275,0.24978065,-9.446172,0.0,21.175837,-1.8509167,3.922,-7.828,0.0,0.39079165,0.39987502,0.37470838,0.38111922,1.3053333,0.82410645,69.18668,0.23336276,-3.9589136,0.0,22.59699,23.30925,25.678,21.977999,10.0,0.47183332,0.48791668,0.511875,0.5040409,23.88633,1.8810912,96.39923,0.40535307,22.850052,0.0,7.9036193,20.557001,25.2695,15.4195,1.1,0.44354162,0.46016666,0.49245837,0.48225287,21.211168,4.6214705,78.47532,1.3051716,17.749258,0.0,9.885262
2009-12-16,-14.865916,-8.080501,-23.030499,0.0,0.3449999,0.3508333,0.36999992,0.36422506,-0.3950833,0.38365948,80.22457,0.06614536,-15.913437,0.0,16.923828,-5.891332,-0.1455,-10.5455,0.0,0.38454163,0.39674997,0.4029999,0.4003954,-1.1142501,0.9392604,44.699177,0.36920267,-8.655782,0.0,10.495713,-6.511333,-1.7279999,-9.678,0.0,0.382,0.39275005,0.37604165,0.37996754,-0.80716664,0.9029062,48.35286,0.33511412,-9.150155,0.0,12.24,24.559252,29.278,21.627998,14.1,0.48091674,0.48570833,0.50741655,0.50100297,24.800917,3.8164065,88.33491,1.4381316,22.971743,0.0,11.269782,21.35492,25.4695,18.0695,3.3000002,0.441125,0.45104167,0.48841652,0.4772575,22.163252,4.4627695,82.79365,1.0257714,19.127974,0.0,10.948973
2009-12-17,-4.884666,-1.0304999,-7.7805004,0.0,0.34424996,0.34999993,0.369125,0.36336765,-0.28466675,0.49034104,88.9687,0.05942589,-5.794615,0.0,15.509274,0.33366677,6.5545,-3.8455,0.0,0.38008344,0.39112493,0.40225005,0.39836207,-0.7309168,1.2495307,55.03267,0.5206163,-2.9551446,0.0,15.281989,-1.5967503,4.6219997,-5.478,0.0,0.37724996,0.38758335,0.37699994,0.37924,-0.9196666,1.1591247,53.55692,0.4903826,-4.744962,0.0,14.917212,24.871748,30.127998,21.578,11.6,0.44933328,0.48437503,0.5114166,0.5013922,25.080084,3.682704,88.408325,1.6659498,23.252985,0.0,10.30883,19.95075,24.7195,16.8195,19.7,0.46495834,0.47420835,0.48504177,0.48136082,21.340334,3.613613,89.85801,0.9151659,18.659815,0.0,12.031756
2009-12-18,-6.570082,-4.1305003,-8.6805,0.0,0.34375,0.34920833,0.36841667,0.36265624,-0.15550002,0.33833024,88.27119,0.05819571,-7.5057964,0.0,16.700275,1.47325,4.8045,-0.5955,0.3,0.3767083,0.38604173,0.4015,0.39651835,0.13366668,0.7214294,73.589874,0.34640425,-0.727112,0.3,12.849528,1.0928334,4.6219997,-1.2279999,0.0,0.37333342,0.38349998,0.37699994,0.37810838,-0.2363333,0.69573396,68.83284,0.32324213,-1.3973991,0.0,11.384198,25.186335,30.227999,20.828,15.900002,0.46495843,0.4808332,0.5092084,0.5001522,25.540504,4.629835,85.815025,1.6261168,23.187773,0.0,6.379216,20.040333,24.619501,16.7695,6.0,0.4780834,0.49454162,0.48529172,0.48672953,21.41117,4.046262,86.28803,0.9908681,18.283804,0.0,11.013882
2009-12-19,-6.595083,-4.8805003,-8.4305,0.0,0.34299996,0.34866667,0.36766663,0.36195,-0.06591668,0.33725792,88.38227,0.05890456,-7.5244336,0.0,19.06301,-0.28716666,1.0545,-1.3955001,1.1,0.37420836,0.38195834,0.40049994,0.39476588,0.48575,0.5093046,84.11842,0.17512155,-1.6406101,1.6000001,20.972897,-0.17175001,1.472,-2.078,2.9000003,0.3708749,0.37995842,0.37699994,0.37719253,0.06783332,0.3796753,88.83158,0.1511488,-1.1914709,3.3000004,14.84318,25.284248,29.328,22.028,7.9999995,0.47566667,0.47608328,0.50470835,0.4966642,25.859247,3.924802,87.50741,1.4818213,23.577843,0.0,6.638072,20.692417,25.3195,16.0695,0.1,0.45541665,0.48104164,0.48683324,0.4834179,21.779917,5.2651973,74.21957,1.423468,17.340714,0.0,14.404499
2009-12-20,-5.353417,-2.7305,-7.3805003,2.0,0.342375,0.34800002,0.36695838,0.36125624,0.0049166656,0.25533345,91.48761,0.05127138,-6.107842,2.0,17.339897,-2.0434167,-1.1455001,-2.7455,0.9000001,0.3697083,0.37820825,0.39945844,0.39291334,0.18991666,0.48508903,76.53622,0.18167827,-3.852747,1.2,14.693999,-0.8384166,0.772,-1.928,0.90000004,0.36854163,0.377,0.37699994,0.37640795,0.24908334,0.42355064,86.32062,0.16798419,-2.0249014,1.2,12.57426,25.828001,30.627998,22.278,1.1,0.47462502,0.4750416,0.50145835,0.4940325,26.148832,4.3745914,83.95371,1.7010643,23.574793,0.0,7.2359104,21.346586,26.119501,16.2695,0.0,0.43945837,0.46566656,0.48325005,0.47649205,22.2695,5.486894,76.3471,1.4141871,18.249884,0.0,13.138765
2009-12-21,-5.12425,-3.3305,-6.9805,0.1,0.342,0.3472084,0.36600006,0.36037382,0.111166686,0.29457775,91.474464,0.049397856,-5.8816333,0.1,20.898611,-0.5434168,1.6044999,-2.2955,0.0,0.36820838,0.37475,0.3983749,0.39130208,0.29408333,0.5157521,78.10421,0.22113526,-2.3339734,0.0,9.19939,-1.6384163,0.122,-3.2280002,0.0,0.36570835,0.37433338,0.37633336,0.3751696,0.14700001,0.49791268,80.23616,0.18137673,-3.2325804,0.1,10.495713,25.03425,30.127998,22.278,9.700001,0.469625,0.47820833,0.49791667,0.49179754,25.80925,4.189058,87.84135,1.5770633,23.367996,0.0,6.9153743,22.252832,27.6695,16.369501,0.2,0.42612496,0.45295823,0.47904173,0.46986005,22.92367,5.269702,81.28318,1.5875111,19.68417,0.0,7.2359104
2009-12-22,-2.6055,-0.8305,-4.4305,2.3000002,0.34108338,0.34683344,0.36520824,0.35966086,0.2445,0.22063,93.65058,0.037401497,-3.2295043,2.3000002,23.411074,1.4378334,4.4045,-1.7455001,0.7,0.3723333,0.37241673,0.39724997,0.3902909,1.1544999,0.638729,82.68815,0.22941536,-0.101309955,0.0,18.671474,-0.25925002,2.0219998,-1.578,1.0,0.36525,0.37187502,0.37600002,0.37438127,0.40325,0.6429507,83.570335,0.17755449,-1.6686506,1.3000001,18.0036,25.848833,31.328,22.178,3.3000002,0.4772916,0.48575,0.49604163,0.49256793,26.355085,5.2035604,84.2588,2.0004838,23.576612,0.0,7.771331,22.342417,27.2195,18.4195,2.6,0.42495844,0.4433749,0.4750416,0.46488595,23.340334,4.615007,84.456985,1.4244204,20.251888,0.0,11.542478
