date,temperature_2m_mean_kansas,temperature_2m_max_kansas,temperature_2m_min_kansas,precipitation_sum_kansas,soil_moisture_0_to_7cm_mean_kansas,soil_moisture_7_to_28cm_mean_kansas,soil_moisture_28_to_100cm_mean_kansas,soil_moisture_0_to_100cm_mean_kansas,soil_temperature_0_to_7cm_mean_kansas,et0_fao_evapotranspiration_sum_kansas,relative_humidity_2m_mean_kansas,vapour_pressure_deficit_max_kansas,wet_bulb_temperature_2m_mean_kansas,snowfall_water_equivalent_sum_kansas,wind_speed_10m_max_kansas,temperature_2m_mean_oklahoma,temperature_2m_max_oklahoma,temperature_2m_min_oklahoma,precipitation_sum_oklahoma,soil_moisture_0_to_7cm_mean_oklahoma,soil_moisture_7_to_28cm_mean_oklahoma,soil_moisture_28_to_100cm_mean_oklahoma,soil_moisture_0_to_100cm_mean_oklahoma,soil_temperature_0_to_7cm_mean_oklahoma,et0_fao_evapotranspiration_sum_oklahoma,relative_humidity_2m_mean_oklahoma,vapour_pressure_deficit_max_oklahoma,wet_bulb_temperature_2m_mean_oklahoma,snowfall_water_equivalent_sum_oklahoma,wind_speed_10m_max_oklahoma,temperature_2m_mean_north_dakota,temperature_2m_max_north_dakota,temperature_2m_min_north_dakota,precipitation_sum_north_dakota,soil_moisture_0_to_7cm_mean_north_dakota,soil_moisture_7_to_28cm_mean_north_dakota,soil_moisture_28_to_100cm_mean_north_dakota,soil_moisture_0_to_100cm_mean_north_dakota,soil_temperature_0_to_7cm_mean_north_dakota,et0_fao_evapotranspiration_sum_north_dakota,relative_humidity_2m_mean_north_dakota,vapour_pressure_deficit_max_north_dakota,wet_bulb_temperature_2m_mean_north_dakota,snowfall_water_equivalent_sum_north_dakota,wind_speed_10m_max_north_dakota
2007-04-26,10.940417,16.1175,7.3175,0.0,0.358875,0.3499583,0.329,0.33549252,12.08625,2.437349,69.00246,0.9707176,7.614826,0.0,24.735432,13.628081,17.626,11.076,0.0,0.3591667,0.36991665,0.3337501,0.34312418,15.70725,3.697253,61.810215,1.0952432,9.408191,0.0,23.424908,12.833665,20.442,5.692,0.1,0.24075001,0.25666663,0.24658328,0.24829252,11.58575,4.368253,54.14094,1.6901851,7.6622024,0.0,16.58346
2007-04-27,13.798751,19.5175,9.2675,2.7,0.355625,0.3474584,0.32858336,0.33444,13.294582,3.9534872,63.3354,1.3681562,9.634226,0.0,25.460934,15.403084,21.675999,9.826,1.1,0.34741664,0.36058334,0.33350012,0.34016168,15.475999,3.245058,72.37239,0.9960489,12.190208,0.0,16.992609,11.742,18.092,5.692,0.0,0.23358335,0.25008342,0.24554163,0.24565835,11.589915,3.8884249,62.38603,1.3707211,7.56201,0.0,24.569836
2007-04-28,16.979998,24.7675,8.9175,0.0,0.33795834,0.3430833,0.32720843,0.33129457,15.859166,5.2526383,59.842724,2.06256,11.803739,0.0,14.84318,18.315582,24.325998,10.326,0.0,0.3360417,0.35208333,0.3326249,0.33695042,17.803083,5.138294,62.02078,1.9754307,13.255355,0.0,10.239453,15.169083,24.142,6.092,0.0,0.22270836,0.24329163,0.24424998,0.24254082,13.242,5.359803,51.19166,2.1467075,9.21524,0.0,21.313093
2007-04-29,20.37375,27.067501,14.117499,0.0,0.31266668,0.33424997,0.3252916,0.32628915,18.4675,6.7040257,49.023945,2.3459558,13.681346,0.0,26.124195,19.155167,26.626,10.326,0.0,0.31458333,0.34083334,0.33124995,0.33209586,18.586418,5.4879794,61.63329,2.1149766,14.069242,0.0,12.144331,15.0128355,19.942,9.892,0.0,0.20925003,0.23541664,0.24258338,0.23874502,14.419083,4.986533,46.538265,1.5990222,8.81811,0.0,20.275385
2007-04-30,20.023748,25.2675,14.617499,0.0,0.29333338,0.32495832,0.3235416,0.32172462,19.113333,4.701009,67.59693,1.4892311,15.910926,0.0,24.482647,20.605165,26.126,16.175999,2.0,0.30441666,0.3305417,0.32962498,0.3280529,19.984335,3.906806,73.87289,1.382224,17.274502,0.0,19.134262,14.298248,21.242,8.992,0.4,0.20225,0.22866662,0.24108325,0.23575749,14.296165,5.0770435,50.469288,1.5911472,8.702401,0.0,24.458813
2007-05-01,18.900835,22.7675,16.317501,12.900001,0.32312503,0.32,0.322375,0.3219287,19.015417,2.8347464,83.55804,0.9729723,16.855806,0.0,15.815435,18.653084,21.526,16.726,18.2,0.38720834,0.35249996,0.329,0.3380096,19.442667,2.3297956,86.845024,0.68223107,17.038595,0.0,13.441071,10.250333,15.642,4.192,0.0,0.1930833,0.22266664,0.2395833,0.23277587,12.525333,4.2594085,54.735973,1.1755075,5.5230727,0.0,18.057508
2007-05-02,15.719584,17.067501,14.5675,1.5,0.3815,0.34124994,0.3216667,0.3299675,16.540417,1.8759267,82.370766,0.659214,13.689162,0.0,17.581125,18.6635,22.776,15.076,1.7000002,0.38387504,0.37279174,0.32962495,0.34248754,19.365583,2.7614143,86.46903,0.81834245,16.962378,0.0,7.7879906,12.358665,18.642,6.092,1.2,0.19258337,0.21708338,0.23820831,0.23057838,12.804501,4.957937,52.560303,1.3585922,7.172438,0.0,30.472675
2007-05-03,16.615416,20.2675,14.117499,0.90000004,0.362375,0.34654173,0.32100007,0.32926008,16.440414,1.6328715,87.33173,0.65345895,15.085305,0.0,12.397806,18.913498,23.575998,15.326,5.9000006,0.39066663,0.37220836,0.32999995,0.3431104,19.65725,2.7242715,88.08277,1.0285329,17.381819,0.0,13.684735,15.377416,21.242,9.842,0.0,0.18358333,0.21175003,0.23658335,0.22765835,14.927415,5.5843215,55.35562,1.4880025,10.202957,0.0,37.107944
2007-05-04,19.513332,26.167501,14.9175,1.0,0.35125002,0.34591666,0.32100007,0.32835004,18.055,3.2849379,80.55854,1.6710445,16.967676,0.0,25.071098,22.178083,28.976,17.226,0.0,0.38033333,0.3775417,0.33062497,0.34395704,21.1635,5.02693,77.33107,1.9841762,19.014791,0.0,26.758923,13.833665,18.842,10.992,8.3,0.25120834,0.21033329,0.23558338,0.23137462,14.037833,2.2530994,82.789154,1.0049219,11.811597,0.0,31.037344
2007-05-05,20.41958,22.317501,18.2675,32.800003,0.39204165,0.3700417,0.32137504,0.33654165,19.100836,2.0278544,87.26711,0.54330873,18.831394,0.0,37.827415,23.134333,26.726,18.476,19.2,0.36245832,0.36891666,0.3308333,0.34104457,22.215582,3.5246143,80.00741,1.2835138,20.468582,0.0,36.06474,12.039916,15.092,9.842,36.6,0.33712494,0.24854167,0.23504166,0.24502252,12.233665,0.4892921,98.23901,0.096841335,11.801839,0.0,35.127216
2007-05-06,19.334166,22.317501,17.2675,34.599995,0.41112503,0.4176667,0.34470832,0.36467877,18.600834,1.5936723,91.43922,0.49573827,18.27196,0.0,29.515608,21.936415,27.276,18.376,20.199999,0.41629162,0.41658333,0.34350002,0.36394295,21.467667,3.0754905,84.74369,1.4362106,19.908426,0.0,30.945345,17.039915,21.692,12.242,7.2000003,0.34833333,0.34425,0.24049999,0.26983583,15.0669985,3.2980647,77.32294,1.6138353,14.203591,0.0,36.748222
2007-05-07,18.850832,21.9675,15.867499,0.70000005,0.40258336,0.40504166,0.35325003,0.36757955,18.759167,2.8291655,80.544914,1.114517,16.437336,0.0,13.684735,21.01142,23.976,19.325998,28.800001,0.40766665,0.41875002,0.36983332,0.38275412,21.11975,1.6876734,90.10172,0.7855165,19.749311,0.0,17.068707,14.619084,20.192,8.792,0.0,0.31479168,0.32670835,0.24733335,0.26872423,15.289914,4.6618333,63.424496,1.4913459,10.257326,0.0,21.518847
2007-05-08,17.665415,22.8675,11.6675,0.0,0.37695837,0.39137504,0.35470834,0.36396584,18.411247,4.7237678,66.22478,1.5476395,13.401576,0.0,9.0,19.876,22.675999,17.726,27.7,0.41670835,0.42183337,0.39045832,0.39888462,20.446833,2.0130694,88.784904,0.75789094,18.465624,0.0,11.770403,15.814915,22.992,7.2419996,0.0,0.2929167,0.30729166,0.24916668,0.26443544,15.471165,5.203947,59.35603,1.8372952,10.717274,0.0,17.414474
2007-05-09,17.959166,21.917501,15.117499,17.7,0.40645838,0.4080833,0.3573334,0.37142953,17.944582,2.545633,81.004135,0.98291194,15.620074,0.0,10.195057,20.986418,24.976,17.376,2.8,0.40670833,0.4139583,0.39666662,0.40100086,21.103083,3.8585253,78.04385,1.3244244,18.11383,0.0,13.104198,18.996166,25.942,12.191999,0.0,0.27312502,0.29129168,0.24908338,0.25963002,17.444086,6.110784,51.519745,2.202492,12.788929,0.0,21.30093
2007-05-10,19.396667,24.417501,12.867499,0.3,0.3900417,0.40325,0.3627083,0.37313542,19.11125,4.312239,78.7365,1.3154358,16.622606,0.0,8.217153,20.813501,24.925999,17.675999,1.8,0.39366665,0.4017917,0.39529166,0.39654294,21.403082,3.588794,79.60368,1.2599479,18.166914,0.0,12.979984,14.423251,17.742,10.892,0.0,0.2565,0.27787498,0.24850003,0.25522876,16.058666,4.9191265,54.772488,1.1799933,9.360034,0.0,24.490587
2007-05-11,20.388332,26.5175,14.117499,0.0,0.37054166,0.38799992,0.36262497,0.36850795,20.000834,5.148557,71.06185,2.0373313,16.395454,0.0,10.587918,20.626001,25.226,15.176,4.3,0.38516665,0.39250004,0.39262506,0.39207673,21.463501,3.976967,83.54781,1.130275,18.479948,0.0,8.557102,10.146167,14.242,6.842,6.1,0.28495833,0.2715833,0.24766672,0.2552996,12.302417,2.888134,68.64202,0.6664009,6.932897,0.0,21.707731
2007-05-12,21.615417,27.9675,13.0175,0.0,0.350875,0.37412497,0.3611667,0.36316752,20.698748,5.718246,62.758514,2.3120785,16.441648,0.0,9.531505,22.51975,28.276,16.425999,0.0,0.38137498,0.38799992,0.38970837,0.3887663,22.38433,5.404374,70.61831,2.3394203,18.350561,0.0,12.599999,13.292,19.842,6.542,0.0,0.28408334,0.27270836,0.24674995,0.25481462,13.691998,4.6881213,64.92355,1.2898781,9.224937,0.0,24.640942
2007-05-13,22.359169,27.817501,16.2675,0.0,0.33124998,0.36066666,0.35858333,0.35710752,21.41958,6.4894094,58.480896,2.175514,16.684168,0.0,24.216522,23.465584,29.026,17.126,0.0,0.351125,0.37495828,0.38625005,0.38142002,22.584333,6.005532,59.78526,2.4666514,17.802485,0.0,12.783802,18.608665,26.192,10.941999,0.0,0.26004165,0.26562503,0.24566667,0.25086418,17.81283,5.29238,69.94241,1.4008033,14.872288,0.0,19.469976
2007-05-14,23.086248,28.2675,18.2175,0.0,0.3117917,0.347625,0.35575,0.35096666,22.146667,6.382715,60.945553,2.1042671,17.782228,0.0,26.983194,23.38433,28.425999,17.675999,0.0,0.32862502,0.36000004,0.38262495,0.37409377,23.19475,5.6627016,67.37826,1.9337825,18.883745,0.0,16.808569,14.019081,18.692,7.692,0.0,0.24879164,0.25845835,0.24479161,0.24794172,15.883664,2.6418366,76.12394,0.64703155,11.394982,0.0,28.04305
2007-05-15,16.725836,22.2175,12.2175,19.4,0.381875,0.36779168,0.35362506,0.35857752,18.911251,3.9130473,67.36395,1.2116456,12.877357,0.0,29.598919,20.528084,23.976,16.925999,2.5,0.32720837,0.348375,0.37916672,0.36906335,21.501,3.8503082,67.50074,1.0586382,16.470222,0.0,25.671307,11.127415,16.142,5.1419997,0.3,0.24120836,0.25329167,0.24374999,0.24557585,13.367001,4.385096,59.26916,1.2086732,6.670372,0.0,19.373219
2007-05-16,15.446668,21.2675,8.0675,0.0,0.364125,0.37316665,0.35233334,0.35753378,17.34875,5.1623,58.42572,1.5821552,10.430127,0.0,9.220499,16.700998,21.675999,10.826,0.0,0.3222917,0.34087503,0.37599996,0.36486423,19.263502,5.250182,58.229874,1.542841,11.641655,0.0,13.5515,9.921166,14.492,3.492,0.0,0.23012502,0.24629168,0.24262504,0.24252002,13.000333,4.2887983,57.023083,1.0332243,5.471563,0.0,13.363711
2007-05-17,16.807081,21.7675,11.5675,0.0,0.34229162,0.36266664,0.3505833,0.35254037,17.590418,4.7746797,60.865204,1.441048,12.082219,0.0,13.849477,18.915586,23.925999,13.676,0.0,0.30050004,0.33091664,0.37250003,0.35872754,19.39475,5.516376,55.063526,1.870137,13.156166,0.0,11.367109,14.531585,22.542,6.9919996,0.0,0.2159583,0.23845834,0.24120827,0.23886333,14.3482485,5.9134526,49.36321,1.746769,8.685002,0.0,35.232212
2007-05-18,17.867498,23.067501,12.7675,0.0,0.32425004,0.35183334,0.34845838,0.34747246,18.204998,5.5107417,57.372913,1.6428034,12.6190405,0.0,23.499481,18.684336,23.776,13.176,0.0,0.28254166,0.32066664,0.3687916,0.35264793,19.536415,4.592981,58.36854,1.7545345,13.4301,0.0,12.229406,21.114916,28.792,12.792,0.0,0.20020835,0.22925,0.23916666,0.23435707,18.854498,6.0641103,55.152496,2.5920734,14.988423,0.0,20.907913
2007-05-19,18.18,22.567501,12.7175,0.0,0.30933335,0.34141663,0.3462917,0.34268084,18.282084,4.5987034,62.184856,1.3472795,13.53661,0.0,26.674032,18.00725,22.226,12.226,0.1,0.2715833,0.31266668,0.3655833,0.34789085,18.978083,4.0851574,67.310486,1.3568223,13.936462,0.0,17.106628,9.958667,16.992,7.292,0.0,0.19000001,0.22191666,0.23754166,0.23093249,13.694083,2.3434129,74.472984,0.43051177,7.3587437,0.0,27.553524
2007-05-20,20.009167,24.7175,15.0175,0.0,0.29775,0.3321667,0.34420827,0.33842757,19.621666,5.3662047,64.58488,1.5555086,15.464554,0.0,23.857979,20.134333,24.575998,15.526,0.0,0.26099995,0.30512503,0.36241665,0.3432862,20.213501,4.986658,60.590183,1.5586373,15.094693,0.0,18.416384,13.752418,20.242,7.3919997,1.1,0.19091666,0.21845835,0.23666668,0.22964047,14.342,3.4703825,73.270256,0.97457194,10.693513,0.0,25.582806
2007-05-21,20.740417,24.817501,16.8675,0.4,0.28762498,0.32345834,0.34208333,0.33436,20.457083,5.1503935,66.86225,1.4750682,16.49663,0.0,32.24161,20.851,23.976,17.175999,0.70000005,0.2530833,0.29804167,0.3591667,0.3389046,20.8885,4.367089,67.90377,1.2156606,16.769949,0.0,28.576382,18.800333,26.242,12.392,17.1,0.21416666,0.21470831,0.23554172,0.2296704,18.13783,4.5533195,77.97468,1.7108396,15.912338,0.0,24.627787
2007-05-22,21.311247,24.7175,18.3675,0.70000005,0.285125,0.31683338,0.340125,0.33138376,20.648748,3.9284356,72.531044,1.2828842,17.766,0.0,35.936943,21.721832,26.075998,18.526,1.2,0.25470832,0.29375,0.35645828,0.33616713,21.328083,3.628799,75.940125,1.4157501,18.570421,0.0,30.430117,16.487833,18.792,13.191999,15.700001,0.33016667,0.2729583,0.23495834,0.24960291,16.737833,1.5865072,90.398964,0.41442347,15.358216,0.0,21.626984
2007-05-23,19.734167,22.5175,17.317501,51.900005,0.36308336,0.34449998,0.33958328,0.34226084,20.075832,2.4641025,87.72601,0.66930234,18.204481,0.0,34.743263,23.228086,26.675999,20.925999,0.7,0.2545833,0.28991666,0.35400006,0.33358335,22.575998,4.08184,73.45011,1.5407275,19.664883,0.0,26.717722,11.981584,15.841999,6.942,2.5,0.31704167,0.30487502,0.23612504,0.2562267,14.619083,3.704204,72.36608,0.92514575,9.000483,0.0,35.143818
2007-05-24,16.7175,19.667501,12.7175,51.300003,0.41224995,0.42379168,0.37825003,0.3901938,18.442501,4.2261205,70.286156,1.2018201,13.19654,0.0,24.863466,20.692667,22.776,17.776,10.700001,0.27416667,0.28737506,0.35149992,0.3326204,21.25725,2.2967293,81.08398,0.7668077,18.324385,0.0,26.758923,7.3940825,11.191999,4.542,0.0,0.29366663,0.2967917,0.23766662,0.25400302,10.402417,2.7989836,58.977062,0.7558656,3.52907,0.0,30.018473
2007-05-25,16.484167,22.317501,9.5175,0.0,0.3815833,0.40087497,0.38595843,0.38878456,17.692497,4.786041,70.20205,1.282064,12.84623,0.0,18.228943,20.432253,24.526,17.226,1.1,0.35516667,0.29658327,0.3494166,0.33872417,21.067667,3.2450461,79.71348,1.258124,17.807812,0.0,14.33234,7.1878333,11.092,2.742,23.9,0.32237497,0.29770833,0.23845829,0.25677502,8.308665,1.3919501,82.45842,0.33651614,5.4385858,0.0,37.67637
2007-05-26,19.99875,24.7175,16.6175,2.2,0.37283337,0.3871667,0.38362494,0.38361326,19.886248,4.1841087,76.52035,1.3393064,17.01815,0.0,18.486622,20.671835,24.226,18.075998,3.4999998,0.34729168,0.30337495,0.3473334,0.3380992,21.350998,3.626363,79.78274,1.2264583,18.063457,0.0,19.8,5.202417,9.842,1.4419999,24.599998,0.37166667,0.36875,0.2585,0.28957418,7.7774167,1.9725994,80.88332,0.5539397,3.3416054,1.8,38.329433
2007-05-27,19.734167,23.667501,15.3175,1.8000001,0.37445843,0.380375,0.38112506,0.38050088,20.240416,4.1799893,81.41128,0.9397832,17.37224,0.0,14.904173,19.586416,22.776,18.026,22.800005,0.396,0.34245834,0.34600008,0.34875622,20.5385,1.65923,92.19125,0.4150169,18.621626,0.0,14.118243,10.366999,17.892,1.4419999,0.0,0.32941666,0.3384167,0.27208325,0.2900267,10.756583,4.7670918,65.35447,1.1612592,6.518332,0.0,17.388409
2007-05-28,20.340418,24.667501,17.417501,1.7,0.3696667,0.37487498,0.3786666,0.37724045,20.602915,3.6631477,81.823586,0.94661474,18.025585,0.0,21.99538,20.671835,24.075998,18.325998,5.5,0.3980417,0.38079166,0.34600008,0.35694918,20.996832,2.9562125,85.38913,0.9171581,18.813915,0.0,19.137648,17.7795,26.242,9.941999,1.6999999,0.3104167,0.3189583,0.27412507,0.28608042,15.475333,4.1438375,71.4689,1.517583,14.270828,0.0,26.009842
2007-05-29,20.709167,24.567501,17.567501,0.1,0.3570833,0.36908332,0.376125,0.37331334,20.800833,4.3416166,76.058784,1.240036,17.647707,0.0,27.698952,20.855165,24.325998,18.476,4.8,0.3980417,0.38441658,0.34691676,0.3583704,21.334333,3.567948,82.56478,0.9689326,18.636324,0.0,23.224882,16.852417,19.442,14.292,11.899999,0.3469583,0.33562502,0.27637497,0.29375836,16.296165,2.661589,80.603035,0.819615,14.527963,0.0,20.570463
2007-05-30,19.934168,22.5175,17.8675,2.6,0.35949996,0.3626667,0.37341675,0.370185,20.434168,4.2551155,71.20907,1.4010835,16.264364,0.0,22.19773,20.671835,24.126,18.476,10.1,0.3994167,0.3973333,0.34829167,0.36216915,20.996836,2.1994743,83.647865,1.0656348,18.571207,0.0,17.673029,11.487832,14.092,9.842,19.7,0.35258332,0.34308326,0.28095832,0.29901838,12.714916,0.52499217,93.62042,0.40011978,10.7548895,0.0,23.000591
2007-05-31,19.215414,25.0175,12.117499,0.0,0.34229168,0.35620832,0.37062502,0.3656142,19.171665,4.906128,65.21032,1.8776697,14.635674,0.0,19.586117,21.609335,27.276,14.576,0.0,0.3793333,0.39233336,0.3507916,0.36151335,21.792665,4.3831916,77.32076,1.7160476,18.505442,0.0,19.130875,12.869083,16.742,9.441999,3.1999998,0.35154164,0.35720828,0.29362497,0.31103167,12.783668,2.752693,76.072945,0.8629527,10.170516,0.0,29.784426
2007-06-01,18.559166,21.317501,15.4675,16.5,0.38250002,0.3565,0.36816666,0.36672,19.14875,1.8932211,85.78125,0.8826313,16.812672,0.0,19.296135,23.773918,27.726,19.925999,6.7999997,0.3977083,0.39025,0.35112497,0.36260208,23.348915,4.5311427,77.17694,1.5867958,20.682177,0.0,23.510508,13.508667,16.542,10.592,16.4,0.36145833,0.35199997,0.30012503,0.3153121,13.117,1.6621242,89.27819,0.4191432,12.290733,0.0,22.19773
2007-06-02,18.563334,24.667501,12.0175,0.3,0.382125,0.38825002,0.36704174,0.37255132,19.01125,5.098459,69.192635,1.76045,14.527154,0.0,20.991426,22.136415,26.776,18.325998,6.4,0.38699996,0.3932083,0.3520834,0.36316374,22.811417,3.6385682,80.082924,1.559306,19.440931,0.0,11.457958,16.542,22.142,12.292,8.900001,0.36241663,0.361625,0.31100005,0.32523045,15.867001,3.5588145,84.33901,1.0587273,14.625168,0.0,20.316889
2007-06-03,19.977917,24.6175,15.0675,0.0,0.35741672,0.37679172,0.36537495,0.3672154,19.907084,5.0636992,64.868,1.4958961,15.483846,0.0,18.671474,22.671831,27.075998,18.876,0.1,0.366125,0.38470837,0.35270843,0.36036745,22.973917,5.424241,67.56168,2.0512562,18.196365,0.0,12.7279215,18.187834,24.092,12.441999,0.0,0.332625,0.34529164,0.31599998,0.323315,17.544083,4.96738,73.81249,1.4787886,14.825906,0.0,16.981165
2007-06-04,20.859167,25.417501,15.617499,0.2,0.34091663,0.36525002,0.3632083,0.36207667,20.648748,5.18273,65.3052,1.7132568,16.306454,0.0,16.62249,22.673914,27.675999,18.276,0.0,0.33983335,0.36795834,0.35162497,0.3542296,22.805166,5.8591056,62.367477,2.241661,17.498127,0.0,15.893093,15.875333,18.992,12.992,4.1000004,0.32745835,0.32995835,0.31504172,0.31904337,16.60658,4.091962,72.511826,1.1094191,12.629453,0.0,23.400002
2007-06-05,20.592499,25.167501,15.4675,0.0,0.3280833,0.35449997,0.36087504,0.35724083,20.836248,5.0825167,72.492065,1.442166,16.99569,0.0,19.09358,23.615583,30.075998,16.526,0.0,0.31708333,0.35204163,0.3494583,0.3477346,23.155167,6.3275757,58.79384,2.7514353,17.654415,0.0,13.363711,14.419082,20.442,7.2419996,0.0,0.30779168,0.32029167,0.31283328,0.3140467,15.510749,4.620947,66.46349,1.2748263,10.502335,0.0,19.64228
2007-06-06,24.78,29.667501,20.1175,0.0,0.3087917,0.34329167,0.3579583,0.3514367,23.11542,7.9668183,56.268642,2.289515,18.633213,0.0,45.725666,25.113497,30.276,20.425999,0.0,0.29424998,0.33654165,0.34712508,0.34120122,24.136415,7.6319513,57.361057,2.4363887,19.086155,0.0,34.62369,18.102415,22.692,13.191999,21.0,0.34362498,0.33729163,0.3116249,0.31925502,17.400331,4.0931306,74.904594,0.9974042,15.047966,0.0,25.630886
2007-06-07,25.842497,29.5175,18.667501,0.0,0.28462496,0.33041665,0.35475,0.34473118,24.948751,8.606506,46.725803,3.2004752,17.75182,0.0,43.73963,27.32392,32.526,23.575998,0.9,0.27320835,0.3216667,0.34424996,0.33453456,25.836416,6.4822,64.8987,2.9555135,22.08577,0.0,37.207355,11.827416,16.442,9.092,34.5,0.37933335,0.37887505,0.330875,0.3443471,13.554498,1.5324942,82.06219,0.76299775,9.932474,0.0,44.29609
2007-06-08,17.03625,21.5175,12.4675,0.0,0.26649997,0.3184167,0.35154164,0.33863255,20.298754,5.827879,52.100098,1.6373851,11.236371,0.0,32.042023,21.226,25.276,15.576,6.4,0.31670833,0.31212503,0.34162506,0.33368585,23.123917,6.15518,56.08452,1.9525462,15.4949045,0.0,29.144438,14.083665,20.542,6.792,0.0,0.3339584,0.35241666,0.3425417,0.34401456,13.702416,4.8032866,55.907562,1.3563886,9.113725,0.0,26.64
2007-06-09,20.590418,28.317501,12.5675,0.0,0.25633338,0.30874994,0.3485,0.3337008,20.488333,6.058707,60.202393,1.9433252,15.3604355,0.0,22.19773,22.936417,29.476,16.675999,0.0,0.2944167,0.30566666,0.33916655,0.32899916,23.555166,5.1178737,70.23065,1.6490662,18.974472,0.0,19.107151,17.59825,23.342,10.992,0.2,0.31141672,0.32995835,0.33824995,0.33463046,16.7795,5.2779713,60.967525,1.5207663,12.853587,0.0,18.171976
2007-06-10,23.827919,28.9675,20.5175,4.2999997,0.26520827,0.3007083,0.3454999,0.33047333,23.746666,4.919593,77.55011,1.798367,20.76127,0.0,23.893261,25.803087,29.825998,22.526,1.0,0.27858335,0.29945832,0.33704165,0.3250571,25.334333,4.1222696,78.922485,1.8002434,22.830612,0.0,15.905319,20.95658,27.042,14.142,0.0,0.29270837,0.31175,0.33287498,0.32562712,19.114918,5.8988714,64.66055,1.8628395,16.327677,0.0,21.325253
2007-06-11,24.265417,29.6175,19.5175,0.3,0.29175004,0.2969584,0.34312502,0.32983378,24.144585,5.065059,76.86122,1.9373052,20.993223,0.0,15.94601,26.586416,30.825998,22.976,1.5,0.27741665,0.2934583,0.33487502,0.3221554,26.388496,5.4882464,74.00518,1.8719103,22.8996,0.0,16.075521,23.508667,28.742,17.192,0.0,0.27400002,0.29533336,0.32745832,0.31697,22.021166,5.715755,76.39768,1.603852,20.255394,0.0,21.325253
2007-06-12,25.113337,29.917501,21.567501,3.1000001,0.284125,0.29299995,0.34020832,0.32636872,25.08625,5.0608006,78.45768,1.7713206,22.100624,0.0,20.3774,26.967667,31.175999,23.376,0.1,0.2667916,0.2869583,0.33220825,0.3181267,26.769747,5.7101603,67.23527,2.4898226,22.162611,0.0,16.62249,22.577415,25.992,18.892,18.3,0.28658333,0.28629175,0.3222917,0.31223208,21.979502,4.0118327,79.24966,1.0443425,19.859413,0.0,23.510508
2007-06-13,22.546669,25.167501,20.7175,5.8000007,0.31995836,0.29266676,0.3385416,0.3276071,22.965418,2.3065853,86.51646,0.8781645,20.801702,0.0,20.268991,25.290586,29.126,22.825998,5.9,0.28104168,0.280875,0.32995832,0.31622663,26.259333,4.597849,79.507904,1.4268899,22.483864,0.0,21.749483,19.25242,23.492,15.941999,17.300001,0.36137497,0.35875,0.3246667,0.33439374,19.43158,3.6720479,76.132774,1.4596272,16.224545,0.0,15.034041
2007-06-14,20.7675,25.4675,18.567501,17.9,0.398625,0.32125,0.33712494,0.3380963,21.494583,2.650091,87.51633,1.0366077,19.148245,0.0,14.658676,23.223917,27.376,20.925999,32.4,0.36483333,0.31158334,0.3285417,0.32752085,24.561415,3.4593458,84.7807,1.2292371,21.19972,0.0,15.990646,19.20033,23.792,13.242,0.1,0.32433334,0.34095833,0.3279167,0.3304046,19.327417,4.2710233,80.641266,1.1810952,16.71456,0.0,13.18308
2007-06-15,22.821665,27.667501,16.817501,0.0,0.37420836,0.35375002,0.33616665,0.3425221,22.569586,5.1701155,71.56936,1.8812238,18.869871,0.0,15.0038395,21.086414,24.325998,19.126,17.800001,0.40891662,0.40383336,0.33004162,0.35105917,22.913498,2.2861047,89.875755,0.7007575,19.794596,0.0,15.2947035,18.685747,21.592,15.642,1.0,0.31191665,0.32525003,0.3255416,0.32452664,19.429499,4.0282516,72.35482,1.3136404,15.234634,0.0,13.905509
2007-06-16,23.175833,27.917501,17.417501,0.0,0.34033334,0.34800005,0.33458337,0.33780333,23.359163,5.3396378,71.963936,1.9247247,19.292356,0.0,15.546833,21.805168,26.226,18.026,3.1000001,0.40325,0.40533337,0.33633327,0.3555075,22.942665,3.5379586,84.91531,1.1083117,19.805365,0.0,14.05845,18.171167,23.642,10.742,0.2,0.29687503,0.31233332,0.32220837,0.3183613,18.833666,5.003584,72.4437,1.4905988,14.641545,0.0,13.779114
2007-06-17,23.146667,26.7175,19.5175,0.0,0.319,0.33954164,0.33304164,0.33342373,23.338339,4.983608,74.688736,1.5044775,19.720057,0.0,27.381308,22.036417,26.026,20.226,8.900001,0.4141666,0.40095833,0.33983338,0.35787296,23.086418,2.9550302,88.44994,1.0890014,20.536938,0.0,19.483284,22.041998,28.242,16.692,20.0,0.339,0.34270832,0.32095838,0.32678875,20.864916,4.843162,76.472755,1.6234832,18.864334,0.0,29.204409
2007-06-18,22.51333,26.0175,20.0175,2.6,0.3173333,0.33208328,0.33158326,0.3306908,22.91125,3.1680443,81.54762,1.0385523,20.106905,0.0,24.251284,23.830168,28.726,19.876,1.1,0.40145835,0.40479168,0.3443333,0.3610283,23.371834,2.9472835,83.27342,1.3346381,21.543684,0.0,24.336637,14.500333,18.092,12.441999,7.4,0.34095833,0.34683335,0.32258332,0.3289621,16.702415,3.7596316,65.339005,0.82871735,10.633013,0.0,47.82583
