date,temperature_2m_mean_central_iowa,temperature_2m_max_central_iowa,temperature_2m_min_central_iowa,precipitation_sum_central_iowa,soil_moisture_0_to_7cm_mean_central_iowa,soil_moisture_7_to_28cm_mean_central_iowa,soil_moisture_28_to_100cm_mean_central_iowa,soil_moisture_0_to_100cm_mean_central_iowa,soil_temperature_0_to_7cm_mean_central_iowa,et0_fao_evapotranspiration_sum_central_iowa,relative_humidity_2m_mean_central_iowa,vapour_pressure_deficit_max_central_iowa,wet_bulb_temperature_2m_mean_central_iowa,snowfall_water_equivalent_sum_central_iowa,wind_speed_10m_max_central_iowa,temperature_2m_mean_central_illinois,temperature_2m_max_central_illinois,temperature_2m_min_central_illinois,precipitation_sum_central_illinois,soil_moisture_0_to_7cm_mean_central_illinois,soil_moisture_7_to_28cm_mean_central_illinois,soil_moisture_28_to_100cm_mean_central_illinois,soil_moisture_0_to_100cm_mean_central_illinois,soil_temperature_0_to_7cm_mean_central_illinois,et0_fao_evapotranspiration_sum_central_illinois,relative_humidity_2m_mean_central_illinois,vapour_pressure_deficit_max_central_illinois,wet_bulb_temperature_2m_mean_central_illinois,snowfall_water_equivalent_sum_central_illinois,wind_speed_10m_max_central_illinois,temperature_2m_mean_central_indiana,temperature_2m_max_central_indiana,temperature_2m_min_central_indiana,precipitation_sum_central_indiana,soil_moisture_0_to_7cm_mean_central_indiana,soil_moisture_7_to_28cm_mean_central_indiana,soil_moisture_28_to_100cm_mean_central_indiana,soil_moisture_0_to_100cm_mean_central_indiana,soil_temperature_0_to_7cm_mean_central_indiana,et0_fao_evapotranspiration_sum_central_indiana,relative_humidity_2m_mean_central_indiana,vapour_pressure_deficit_max_central_indiana,wet_bulb_temperature_2m_mean_central_indiana,snowfall_water_equivalent_sum_central_indiana,wind_speed_10m_max_central_indiana
2006-01-20,-1.643,0.0195,-2.9305,1.6,0.31270826,0.31362513,0.2779999,0.28791097,0.20283331,0.4714517,81.36251,0.16185132,-3.1610963,1.7,17.22742,5.650333,11.554501,1.6545,18.6,0.37629172,0.36329162,0.32616675,0.3374716,6.106583,0.5125705,86.99268,0.32479084,4.370964,0.0,24.993439,11.840748,12.722,10.672,3.9,0.41270828,0.40962496,0.40200007,0.40435088,8.632418,0.78322184,86.37371,0.31126213,10.35815,0.0,29.237675
2006-01-21,-1.1534168,4.3694997,-4.1805,0.0,0.3128334,0.31258324,0.2779999,0.2877009,0.0695,0.939838,77.57082,0.34796387,-2.9818275,0.0,20.907913,0.5482499,4.4045,-2.8455,1.7,0.4065834,0.40783337,0.330875,0.35233584,3.6274173,1.0215127,79.90632,0.35598248,-1.1650976,0.7,23.042812,4.142833,11.822,-1.578,5.3999996,0.4100833,0.41991672,0.40437508,0.40803835,6.1094995,0.9043957,80.58613,0.34240943,2.4008927,0.1,33.34035
2006-01-22,-1.0367502,4.8195,-5.3305,0.0,0.31566662,0.31158328,0.2787916,0.28825927,0.16116667,0.93266547,81.506516,0.350542,-2.6172597,0.0,16.575644,0.25866684,4.6045003,-2.8955,0.0,0.38929167,0.39516667,0.33566666,0.35191545,1.39825,0.7021244,81.542595,0.30310017,-1.3545393,0.0,10.823973,0.49908337,3.872,-2.178,0.1,0.3940417,0.40854168,0.4057083,0.40548667,1.80325,0.71178854,74.65879,0.32280493,-1.6051836,0.1,13.397612
2006-01-23,-2.5346668,4.1194997,-8.2805,0.0,0.31666663,0.3109999,0.27899995,0.28835675,-0.33050004,1.0247831,75.14661,0.34601384,-4.4967384,0.0,25.364037,-1.2100834,2.6545,-2.9955,0.0,0.38020834,0.38662505,0.33841658,0.35146582,1.2253333,0.74836844,86.19921,0.25141948,-2.4136138,0.0,15.683774,1.2803332,4.6219997,-1.828,0.1,0.38762498,0.40025005,0.4045417,0.4024562,2.3886669,1.1262721,73.866325,0.3271261,-0.9093235,0.0,14.332341
2006-01-24,2.40075,6.1695,-2.5305,0.0,0.31383333,0.31049994,0.27899995,0.28805336,0.77575,2.4654732,46.757153,0.6525436,-1.6622473,0.0,45.865753,2.34825,8.4545,-2.0955,0.0,0.37287506,0.37975,0.34000003,0.3506488,1.8461667,2.0300996,61.857143,0.6967182,-0.8220169,0.0,41.742928,1.5803334,6.3719997,-1.8779999,0.5,0.38229167,0.39300004,0.40287504,0.39936042,1.8178335,1.5029761,70.34443,0.44281197,-0.9050765,0.0,39.299404
2006-01-25,-1.4409169,3.9695,-5.1805,0.0,0.30991665,0.30908334,0.27899995,0.28748176,0.05075,1.4300044,52.68576,0.50427884,-4.6864038,0.0,22.91026,-0.8225835,2.9045,-3.6955001,0.0,0.36566666,0.37366676,0.34100005,0.3495867,1.1419998,1.367393,63.718494,0.376964,-3.5187728,0.0,25.140787,0.07825002,1.422,-0.978,0.0,0.37724993,0.3872917,0.40141666,0.3967587,1.5386667,1.2073165,62.091644,0.33302674,-2.7625024,0.0,29.522196
2006-01-26,3.7799168,11.7695,-2.3805,0.0,0.30891666,0.3077084,0.27899995,0.28712296,1.30075,2.2243438,55.265156,0.83132625,-0.068285905,0.0,30.676142,0.38158336,7.2045,-5.0955,0.0,0.36100006,0.3687916,0.342,0.34895635,0.47950003,1.4809666,65.31117,0.58336234,-2.4274216,0.0,18.709612,-0.7925833,4.322,-5.078,0.0,0.3714167,0.38179162,0.39958343,0.39387545,0.84908336,1.2121623,69.05912,0.4067832,-3.2100108,0.0,11.183201
2006-01-27,8.350751,12.669499,4.0195,0.0,0.30641666,0.30620822,0.2794166,0.28693295,5.852833,2.7698941,51.553577,0.8405466,3.753866,0.0,31.782108,5.2065835,10.7045,0.15450001,0.0,0.35608336,0.36429158,0.342,0.3476671,3.4419997,2.086361,56.957012,0.6980289,1.4022478,0.0,21.9718,2.3428333,7.422,-1.4779999,0.0,0.36654165,0.37662494,0.39783332,0.3911892,1.5845,1.5045351,63.04153,0.5165207,-0.7298942,0.0,19.137648
2006-01-28,5.26325,6.7194996,2.8695,7.5,0.3432083,0.30733335,0.27991673,0.29010454,4.4403334,0.29817995,92.33249,0.120996,4.475929,0.0,17.287498,8.331584,10.304501,6.0045004,20.4,0.37925005,0.3670417,0.342375,0.35013625,6.269083,0.89660454,79.66569,0.4233163,6.353418,0.0,25.099514,8.07825,12.472,4.6219997,0.1,0.36195835,0.37195835,0.39604172,0.38859835,5.707417,1.8665816,63.80821,0.57011294,4.6201253,0.0,24.18707
2006-01-29,3.6424167,5.7695,0.9695,3.4,0.3665,0.31962502,0.28000006,0.29437628,4.2715836,0.45370272,92.61164,0.20139545,2.8965771,0.7,25.620771,8.833666,9.8545,6.4045,7.3,0.41879165,0.42024994,0.35016668,0.36968789,7.6149173,0.641306,87.155556,0.2806148,7.5296264,0.0,28.551426,9.50325,11.822,7.472,18.400002,0.414,0.40562508,0.39562503,0.39901128,8.0303335,1.1852707,85.33664,0.32273376,7.9783325,0.0,33.497414
2006-01-30,0.31949994,2.3695,-1.2305,0.5,0.35866666,0.32804167,0.28037503,0.29586545,2.111167,0.8596917,75.30491,0.2678776,-1.6902303,0.8000001,22.768396,3.0440836,5.5045004,1.8045,0.0,0.39666668,0.40466663,0.35716656,0.3699067,4.4857497,1.1168317,71.28257,0.36534864,0.5869275,0.0,25.189713,3.799083,7.072,1.072,0.0,0.3979583,0.40945828,0.39783323,0.40028334,5.4261665,1.0124352,77.52068,0.2893077,1.7820339,0.0,20.907913
2006-01-31,3.0340834,9.8695,-3.2305,0.0,0.34575,0.32999995,0.28100002,0.2958225,2.5653331,1.6383258,64.9748,0.6949284,-0.064682044,0.0,23.863409,2.3399167,6.5045004,-0.5955,0.0,0.385125,0.39445838,0.36000004,0.36899498,3.9774168,1.382532,67.44468,0.43480545,-0.3801678,0.0,20.478907,1.0428333,3.172,-0.47800002,0.0,0.38770834,0.40079167,0.39799988,0.39786586,2.9303334,0.87714213,69.716156,0.3188584,-1.4095157,0.0,15.7908325
2006-02-01,3.57575,7.6194997,0.7695,0.0,0.34149995,0.32966664,0.281375,0.295725,4.0653334,1.266705,69.717,0.5363386,0.9280556,0.0,20.833395,6.275334,10.5045,2.3044999,0.0,0.37575004,0.38633338,0.36108336,0.36741254,5.852417,2.047991,63.223537,0.62877566,2.8991745,0.0,23.688984,4.37825,10.972,-0.428,0.0,0.38037503,0.39375007,0.3973333,0.39539373,3.9053333,1.6751589,69.34049,0.648171,1.5732425,0.0,26.61323
2006-02-02,5.811167,12.3695,1.4695001,0.2,0.33508337,0.3282917,0.28200004,0.29543707,5.0278335,1.677544,67.758415,0.7982114,2.764145,0.0,16.78156,3.2274163,7.8545003,-1.4455,0.1,0.3699583,0.38012505,0.362,0.36636338,3.9107494,0.8582996,83.273506,0.3690465,1.6302718,0.0,13.661038,2.6261666,6.972,-2.328,16.699999,0.3962916,0.3980833,0.39620832,0.39660797,2.7240832,0.51291966,92.19937,0.21652246,1.824392,0.0,10.829959
2006-02-03,-0.79716665,3.2695,-6.1305003,0.0,0.331,0.32662508,0.28200004,0.2948012,2.2257497,1.2477012,65.01525,0.36683446,-3.2766552,0.0,29.179993,3.8003333,9.6045,0.1045,0.4,0.37254167,0.37625,0.362,0.36573043,4.6336665,1.5478544,76.81542,0.47975957,1.7172579,0.0,21.99538,5.647,9.422,4.022,3.5,0.41716668,0.42512497,0.40345836,0.40896788,5.063667,0.94486195,85.24117,0.52582,4.183731,0.0,18.345877
2006-02-04,-7.282583,-3.2305,-10.2305,0.0,0.32591662,0.32520825,0.283,0.29486784,-0.47008333,1.242317,52.77162,0.29518807,-9.730895,0.0,27.438046,-2.3350832,0.004499998,-3.4455001,0.0,0.36541665,0.3729168,0.362,0.36453176,1.1878331,1.2433765,56.543232,0.25525197,-5.2150273,0.0,25.922499,0.3428333,3.722,-2.278,5.5,0.40062502,0.4119167,0.40600005,0.40686622,2.5990834,0.6535145,82.071686,0.20475969,-1.1678324,5.8999996,27.757376
2006-02-05,-6.2638326,-0.1805,-10.7805,0.0,0.3236666,0.3237916,0.283,0.29441288,-1.143,1.1870458,57.76624,0.38519508,-8.747383,0.0,15.856356,-4.1267495,0.30449998,-7.3954997,0.0,0.36075008,0.36979163,0.362,0.36354867,-0.04341668,1.3810799,55.105206,0.32711908,-6.880209,0.0,19.592731,-3.1488333,-0.878,-5.6280003,0.0,0.3901666,0.4036249,0.405625,0.40412298,0.41783333,1.2202874,63.753952,0.24821198,-5.6138363,0.3,25.764534
2006-02-06,-4.07425,2.6695,-9.0305,0.0,0.32233334,0.32258335,0.2839583,0.29475588,-1.2055,1.4795358,46.325626,0.59255236,-7.25384,0.0,14.336861,-2.5496662,3.3545,-6.5955,0.0,0.35779163,0.36700007,0.362,0.36275542,-0.28508332,1.6810362,50.545334,0.5632111,-5.762813,0.0,19.272614,-2.8071663,1.822,-6.278,0.0,0.38316667,0.396,0.4045,0.40122172,0.026166657,1.5767094,54.66329,0.46376216,-5.746384,0.0,21.605999
2006-02-07,-1.0888335,3.2195,-4.0305004,0.0,0.3207501,0.3214167,0.28399995,0.29443005,-0.668,1.1805531,51.627518,0.44507214,-4.3235517,0.0,19.95972,-1.7934169,3.2545,-5.6454997,0.0,0.35479167,0.3642083,0.36175,0.36177912,-0.17675,1.6567181,38.27908,0.5696792,-5.5168395,0.0,14.84318,-3.5946667,0.722,-7.028,0.0,0.37774995,0.38941666,0.40304163,0.39841,-0.32175002,1.4382405,46.075253,0.3961045,-6.7316856,0.0,15.937878
2006-02-08,-3.8096666,-1.1805,-7.3805003,0.90000004,0.3193333,0.32029173,0.2847083,0.29460466,-0.5159167,1.4378823,47.555466,0.43922052,-6.595793,1.0,19.110542,-1.8434166,2.3545,-4.7955,0.0,0.352,0.361625,0.36100003,0.3605013,-0.06633333,1.4766732,49.389576,0.4577,-5.1532965,0.0,19.110542,-3.0905,0.27199998,-5.278,0.0,0.3742917,0.3841666,0.401625,0.39604542,-0.4925834,1.0910469,56.31325,0.35120764,-5.9255395,0.1,14.84318
2006-02-09,-6.4075837,-2.1805,-11.8805,0.70000005,0.31799993,0.31916678,0.28499997,0.29448494,-1.2513331,0.98274654,45.29305,0.3229872,-9.08721,0.90000004,18.057508,-3.0767498,1.0545,-7.4954996,0.0,0.34966663,0.35925007,0.36100003,0.3598392,-0.31633335,1.4174597,49.458576,0.40704566,-6.2305827,0.0,15.941944,-4.2071667,0.472,-8.528,0.0,0.37141666,0.38012508,0.4003333,0.3940654,-0.68008345,1.158883,61.439987,0.3603132,-6.7396407,0.0,13.237039
2006-02-10,-1.4659166,3.3195,-5.7805004,0.0,0.3174999,0.31808326,0.28499997,0.2942225,-1.0346665,1.3182094,63.862934,0.4889687,-4.106155,0.0,28.772987,0.0065832236,5.5045004,-3.6455,0.1,0.348375,0.35708332,0.36029172,0.3587838,0.23783334,1.5075512,59.692356,0.48070496,-2.9888194,0.0,15.905319,-0.53424996,4.422,-3.4780002,0.0,0.37037504,0.37666664,0.39874995,0.3921263,-0.32383332,1.540112,58.93278,0.43160444,-3.5242088,0.0,14.578888
2006-02-11,-4.593,0.86950004,-8.7805,0.0,0.3174166,0.31708327,0.2860001,0.29472676,-1.1096668,1.1071364,65.681465,0.3863071,-6.8982034,0.0,20.188908,-1.6038336,3.6045,-4.8455,1.2,0.34933338,0.35508335,0.36000004,0.35822085,0.008666647,1.1869352,75.438965,0.34385943,-3.5526774,1.3,19.171478,-1.6259166,2.922,-5.1280003,0.1,0.37162498,0.37420836,0.3974583,0.39076754,-0.28008333,1.1102108,75.58108,0.30414394,-3.5623367,0.4,13.849477
2006-02-12,-4.4971666,-1.9305,-6.4305,0.0,0.3164583,0.31620833,0.2860001,0.29447594,-1.0867499,1.2978722,54.252914,0.31864864,-7.230223,0.0,25.338476,-3.385083,-1.4455,-5.2454996,0.0,0.34949997,0.35400006,0.3592501,0.35746503,-0.21841665,1.1945175,57.14725,0.33030993,-6.0965676,0.0,18.892282,-3.0384166,0.37199998,-5.178,0.8,0.36933336,0.3725834,0.39604166,0.38924578,-0.39050004,1.0929557,69.00555,0.3467739,-5.2165775,1.0,18.440998
2006-02-13,-1.040917,9.5695,-8.7805,0.0,0.31825003,0.3154167,0.2860001,0.294435,-0.95341665,2.0413275,54.58067,0.79308224,-4.3759465,0.0,30.21642,-2.5267503,4.8545003,-8.7455,0.0,0.34695843,0.35304168,0.3590001,0.3569059,-0.56425005,1.814909,51.05128,0.5637845,-5.7791348,0.0,29.407835,-3.8550835,0.622,-7.778,0.0,0.3642083,0.37049997,0.39470837,0.38748956,-0.7321665,1.4653863,55.920963,0.3768203,-6.6506667,0.0,29.74306
2006-02-14,3.746583,14.8695,-4.5805,0.0,0.32220832,0.31500003,0.28683338,0.29522464,0.26325,2.2737904,64.90803,1.1609416,0.32986307,0.0,26.302181,4.32325,12.4045,-2.7955,0.0,0.34650004,0.35141662,0.3585833,0.35623252,1.3628334,2.5308127,57.759502,0.8598485,0.5284193,0.0,28.019936,3.1032503,9.922,-1.928,0.0,0.36708334,0.36837497,0.39354166,0.38640463,0.19283332,2.4695344,52.26849,0.67341894,-0.74224687,0.0,28.33957
2006-02-15,-1.07425,1.2695,-3.3305,0.0,0.3200417,0.3145834,0.28700006,0.29510543,0.17575,1.6514527,49.075962,0.4410555,-4.3774548,0.3,23.675303,6.410751,10.304501,1.9545,3.8000002,0.35070834,0.349625,0.3579166,0.35567084,4.83575,1.6436757,71.12071,0.5307193,3.711177,0.0,27.56058,7.119917,11.122,3.2719998,1.1,0.37633327,0.36825004,0.39200005,0.38591585,4.0365834,1.9133344,67.89237,0.494435,4.1424727,0.0,28.856194
2006-02-16,-6.122166,-3.1305,-9.8805,4.9,0.31583336,0.3140001,0.28700006,0.2946884,-0.5013333,0.79150367,66.50364,0.24784224,-8.209438,5.2000003,32.136932,6.0836673,17.0045,-4.2454996,9.5,0.39637506,0.3655,0.35708323,0.3616012,5.892,0.87354237,90.31705,0.52136517,5.0924134,0.0,33.12978,12.422002,15.172,9.922,19.0,0.40579167,0.38045833,0.3909999,0.38982168,8.315749,1.2362169,84.90284,0.4374361,10.759514,0.0,35.16962
2006-02-17,-15.245083,-10.580501,-18.5805,0.0,0.3144584,0.31300008,0.28700006,0.29438213,-2.268,0.72054726,49.95206,0.1307571,-16.255713,0.0,26.944744,-4.7496667,-1.3955001,-8.9955,0.0,0.38454172,0.3866667,0.3582083,0.36602792,0.48575005,1.5904785,49.872807,0.35615557,-7.517744,0.0,31.072817,-2.103,5.772,-5.528,4.7999997,0.40500006,0.41970834,0.39825,0.40322876,2.5365832,1.5034834,57.76354,0.33915555,-4.7865787,0.2,32.587456
2006-02-18,-16.099245,-11.1305,-20.2305,0.0,0.31358346,0.31258324,0.28733337,0.29447326,-4.3450837,0.89330983,29.538109,0.21009776,-16.532532,0.0,14.973577,-13.372584,-10.195499,-17.095499,0.1,0.37470838,0.38191667,0.35916674,0.3650321,-1.2871667,1.1509093,26.832087,0.21393248,-14.244016,0.4,24.472057,-10.819668,-4.478,-14.228,0.1,0.3908333,0.4053334,0.39999998,0.40047836,-0.67800003,1.2235166,36.589966,0.24893595,-12.55777,0.4,23.893261
2006-02-19,-11.217999,-5.7305,-16.3305,0.0,0.31300008,0.31199992,0.28800008,0.2947899,-3.5617502,1.1504861,31.37607,0.2702573,-12.762549,0.0,17.49615,-10.187165,-6.3455,-14.3455,0.0,0.3709583,0.37812492,0.36000004,0.36457345,-2.4100833,1.0142913,28.826242,0.2836916,-11.998451,0.0,9.504272,-10.509249,-5.428,-15.178,0.0,0.38570833,0.3982916,0.39999998,0.39864084,-2.105083,1.2336233,30.367117,0.29959908,-12.327023,0.0,12.0694
2006-02-20,-4.728417,2.9195,-10.330501,0.0,0.31233326,0.3109999,0.28800008,0.29453325,-2.043,1.6939443,47.590546,0.48494643,-7.6871657,0.0,24.522314,-4.4892507,1.7045,-9.445499,0.0,0.36804163,0.37487498,0.3603334,0.36392668,-1.7642502,1.6645936,39.08464,0.45980042,-7.5750732,0.0,19.107151,-5.153,0.222,-9.578,0.0,0.381875,0.39283338,0.39945844,0.39683628,-1.68425,1.6939868,37.27276,0.4074745,-8.14462,0.0,16.831684
2006-02-21,-2.0555003,5.8694997,-9.830501,0.0,0.3154584,0.31058326,0.28800008,0.29466453,-1.3763334,1.7609531,56.71658,0.6133597,-5.143929,0.0,18.0036,0.11283339,7.2045,-5.4455,0.0,0.3659167,0.3720834,0.36100003,0.36367166,-0.79966664,1.9585294,57.91804,0.67095596,-3.135763,0.0,16.055355,-0.6030003,5.972,-4.8780003,0.0,0.37829158,0.3880833,0.3987083,0.3950478,-1.0155,1.9537946,55.79211,0.57688844,-3.8108006,0.0,16.485485
2006-02-22,0.5924165,7.7695,-4.9805,0.0,0.32462496,0.31029162,0.28800008,0.295245,-0.79716665,2.0835512,50.78584,0.7907417,-3.1501608,0.0,22.380884,1.8607498,8.8545,-3.8455,0.0,0.36275002,0.36941662,0.36100003,0.36289003,0.47741666,1.9095991,66.23799,0.6359553,-1.0180491,0.0,12.324414,2.1678333,7.522,-3.028,0.0,0.374625,0.38362494,0.39766666,0.39310494,0.061583325,1.5634532,70.68881,0.4441408,-0.3253748,0.0,15.03835
2006-02-23,-1.0117501,2.9195,-4.9805,0.0,0.32800007,0.31120822,0.28883335,0.2962738,-0.41799995,1.845712,49.17531,0.5604839,-4.4032245,0.0,19.130875,2.2294998,9.9545,-2.6455,0.0,0.35745835,0.3659167,0.36050007,0.36142465,0.82949996,2.218639,60.77806,0.78497636,-1.1143918,0.0,25.922499,2.81575,9.472,-2.178,0.0,0.36950004,0.37875006,0.39654163,0.39091253,0.98658323,2.1804996,63.185577,0.76649725,-0.38071665,0.0,31.06239
2006-02-24,2.7486665,13.8195,-5.1305003,0.4,0.32941666,0.31212497,0.289,0.29668543,-0.18258327,2.8384235,44.75862,1.0653291,-1.545992,0.4,31.25372,2.6420004,10.0045,-4.4455,0.2,0.35291672,0.36245832,0.36000004,0.36002037,0.70241666,2.3968372,53.43741,0.7292656,-1.1704124,0.0,26.341572,0.37408316,6.6219997,-5.828,0.3,0.36399996,0.37379172,0.39487502,0.38828632,0.32616666,1.9536576,63.6188,0.58374506,-2.5677283,0.0,22.81957
2006-02-25,-3.1284168,1.4195,-7.0805,0.0,0.33000007,0.31337506,0.289,0.29698876,-0.14091666,1.8482733,47.533768,0.503689,-6.269236,0.0,29.795301,2.38575,7.6045003,-3.2455,0.0,0.34900007,0.3590417,0.35941675,0.35860875,1.96075,2.3381243,49.27383,0.58493817,-1.4186429,0.0,25.6233,2.7636669,7.922,-4.578,0.5,0.36641666,0.36999997,0.39354166,0.38669923,2.3490834,2.2067955,55.743835,0.51450205,-0.7327772,0.0,28.948118
2006-02-26,-2.2075832,5.6194997,-8.2805,0.0,0.3242083,0.3140001,0.289,0.29671457,-0.618,1.9969594,40.769894,0.6867063,-5.8918014,0.0,18.218275,-2.5059166,2.8545,-7.5955,0.0,0.34487498,0.35566667,0.35875002,0.35713124,-0.008000006,1.8145375,46.231525,0.5122696,-5.8766084,0.0,9.793058,-3.2905,1.5220001,-6.728,0.0,0.35850003,0.36675003,0.39216673,0.3844725,-0.26966664,1.677786,51.898956,0.45788515,-6.3170285,0.0,18.228943
2006-02-27,3.3653336,10.7695,-2.6305,0.0,0.32079175,0.31362513,0.289,0.2963967,0.7153334,2.3481328,54.39758,0.7950279,-0.47744998,0.0,18.861387,4.014917,12.554501,-2.5955,0.0,0.3414166,0.3525833,0.35799992,0.35570166,1.9149166,2.3941598,56.8355,0.7126567,0.45110115,0.0,18.089775,1.95325,8.822,-3.078,0.0,0.35366663,0.3635416,0.39070833,0.3824104,0.75324994,1.9587584,54.417027,0.5780563,-1.4895607,0.0,15.03835
2006-02-28,1.6507498,7.9694996,-3.3805,0.0,0.31679168,0.31300008,0.289,0.29598537,0.7486667,1.6279837,68.73913,0.53421265,-0.9815561,0.0,18.532133,3.32325,11.4045,-2.6455,0.0,0.3379583,0.349,0.35741663,0.35428712,2.88575,1.7877616,71.589165,0.5931072,0.77780026,0.0,17.208603,2.2199163,8.822,-2.828,0.0,0.34875,0.35954168,0.3894166,0.38029623,2.097,1.9125315,69.486336,0.5135888,-0.39107463,0.0,15.7908325
2006-03-01,7.200749,15.1195,1.6195,0.0,0.31241667,0.3117916,0.289,0.29542544,3.5653331,2.0951629,76.3648,0.72348315,4.7930093,0.0,28.90107,8.908668,17.8545,1.1545,0.0,0.33449996,0.34566665,0.35658327,0.35274497,6.72325,2.1918554,78.27753,0.7111255,6.6590466,0.0,18.720001,4.7761664,11.472,-0.428,0.0,0.34424996,0.355625,0.387625,0.37786874,3.5949166,1.7652818,65.964836,0.5588936,1.8168882,0.0,17.072504
2006-03-02,1.9861668,6.4195,-2.0305,0.0,0.30699995,0.31012496,0.289,0.29469627,1.8215833,1.9579896,59.140415,0.44802257,-1.2016643,0.0,34.247337,5.6336665,12.304501,2.4545,0.2,0.3327083,0.34254166,0.35574996,0.3513634,6.5295005,1.6254655,68.69836,0.43083915,2.9277961,0.0,29.947153,5.832417,11.272,-0.92800003,0.4,0.3442916,0.35254171,0.38633335,0.37629414,5.5594997,1.1603764,77.5428,0.3542539,3.8208764,0.0,31.765793
2006-03-03,-0.67008334,5.5195,-5.6805,0.0,0.30291668,0.3082917,0.289,0.29402545,0.66741675,1.8274926,65.93807,0.5106205,-3.3389056,0.0,12.768586,1.6524163,7.0545,-3.6955001,0.0,0.32891676,0.33974996,0.35483333,0.3498517,3.6336663,2.057842,62.757046,0.6031074,-1.4111868,0.0,14.003029,-0.84883314,3.722,-4.478,0.0,0.3412083,0.3502083,0.38470832,0.37441835,1.39075,1.5952904,64.20241,0.40721136,-3.5467598,0.0,17.551615
2006-03-04,1.1924167,5.5195,-4.1305003,0.2,0.30066675,0.30662492,0.289,0.293518,0.24449998,1.3694308,65.00995,0.43426073,-1.6497587,0.0,20.88,0.4336667,6.0045004,-4.9954996,0.0,0.324625,0.33654165,0.35400006,0.34827757,2.58575,1.9815588,56.65906,0.58358455,-2.8914669,0.0,11.592895,-1.8905,4.1219997,-6.278,0.0,0.33704165,0.3474584,0.3835,0.37267914,0.47616664,1.857162,63.48527,0.45255712,-4.567616,0.0,11.183201
2006-03-05,2.5215833,6.7194996,0.2695,13.5,0.38412502,0.31975,0.28908333,0.30217627,1.7486664,0.783287,88.13381,0.25041378,1.3810037,1.9000001,23.78453,2.3149168,5.4545,-0.34550002,2.6,0.33416665,0.33441672,0.35300004,0.34777915,2.49825,0.8239913,73.8942,0.31125432,0.14390571,0.2,19.969458,-0.5634165,4.272,-4.528,3.0,0.33629158,0.3455416,0.382125,0.37123418,-0.08841667,0.84843934,73.3798,0.40547767,-2.660562,2.4999998,13.217443
2006-03-06,1.1278332,6.5195,-2.8305,0.0,0.363,0.33649993,0.29,0.30487502,1.2361667,1.8363844,68.93361,0.54747874,-1.4350613,0.0,24.735432,3.1711667,7.7045,0.004499998,0.4,0.34404162,0.33570835,0.35270843,0.3485317,3.902417,1.3564982,78.31263,0.4108547,1.2376589,0.0,23.847115,1.1949167,2.922,-0.278,2.5,0.348375,0.34524998,0.38104165,0.3712387,0.90325,0.56517255,91.172615,0.14844829,0.33675656,0.70000005,18.723461
2006-03-07,1.2944999,6.1695,-2.8305,3.7,0.3631667,0.33862498,0.2902083,0.3054829,0.66324997,1.1271508,77.53669,0.4502828,-0.6256756,0.0,29.568253,3.0440834,9.4545,-3.2455,1.4,0.34025,0.33558333,0.35200012,0.34773004,3.4545,2.1110659,71.54582,0.6562047,0.43247613,0.0,24.149532,1.0845,7.322,-4.728,0.0,0.35820833,0.3472917,0.37970838,0.37139586,1.3949167,2.150813,66.72747,0.6134267,-1.7047182,0.0,13.608762
2006-03-08,5.1194997,11.0695,-1.0304999,15.3,0.38808334,0.3536667,0.29116657,0.31107584,3.0153334,0.98114276,91.46823,0.29122746,4.2138205,0.0,20.240198,10.121166,15.0045,4.8545003,4.1,0.37179163,0.34025,0.35099995,0.35019794,7.483667,1.3911414,81.56303,0.4202212,8.222152,0.0,27.416782,6.182417,12.122,2.622,5.6,0.37949994,0.3516666,0.37875006,0.37311497,3.7699165,0.99543697,76.960236,0.38107342,4.099744,0.0,25.6233
2006-03-09,4.63825,10.8695,0.36949998,1.8000001,0.40337503,0.39362505,0.29454166,0.3229675,4.6132507,1.5320698,77.841354,0.7222896,2.5220816,0.0,20.570463,12.852416,15.6545,8.6045,18.5,0.39241663,0.3614584,0.35099995,0.35609543,10.514916,0.6354475,94.267204,0.17695332,12.181308,0.0,27.055143,12.649083,13.922,11.572,35.600002,0.42262504,0.39579168,0.37962496,0.38603,8.6970005,0.80453515,90.455605,0.3065815,11.578391,0.0,31.433586
2006-03-10,5.509083,14.669499,-3.3305,0.0,0.37991667,0.38370836,0.2984583,0.3220629,4.4195,2.817674,66.16834,1.0258632,2.1308308,0.0,21.862406,8.952418,14.304501,4.6045003,4.0,0.40558338,0.40312502,0.353375,0.36747715,9.721168,2.6499956,72.69286,0.88315237,6.091786,0.0,27.0,8.26575,12.922,6.1219997,1.7,0.40591666,0.41804162,0.39787507,0.40267286,7.761583,0.77744687,86.60523,0.30706632,6.888682,0.0,38.50654
2006-03-11,9.552834,17.119501,3.4195,0.0,0.3660833,0.37308335,0.30075008,0.3205134,7.9195,2.7453952,68.24421,1.1223934,6.1796603,0.0,22.180206,14.825336,21.7045,9.6045,19.2,0.3930417,0.39587498,0.35591665,0.36690667,12.344083,2.6554294,75.81227,0.9872055,12.108314,0.0,25.318008,9.361585,13.822,4.722,14.9,0.40195832,0.41562498,0.40275002,0.40539837,7.586582,1.2285457,86.04255,0.38197148,7.904106,0.0,27.748037
